  Feature 1    Feature 2     label
  0.58785050   0.86915269   1.00000000
  0.64080236   1.02699422   1.00000000
  0.61389089   0.90863120   1.00000000
  0.70608969   1.08613278   1.00000000
  0.61950166   1.04238191   1.00000000
  0.58452685   0.80714718   1.00000000
  0.59019315   1.04967359   1.00000000
  0.62463946   0.96733648   1.00000000
  0.60859838   0.92264411   1.00000000
  0.55716753   1.01477990   1.00000000
  0.59940816   0.89717520   1.00000000
  0.72370675   0.91945501   1.00000000
  0.55888017   1.01546820   1.00000000
  0.72075543   1.08904580   1.00000000
  0.70777712   1.10916251   1.00000000
  0.51024325   1.02520050   1.00000000
  0.55786906   0.97069624   1.00000000
  0.58465459   1.05165461   1.00000000
  0.55791884   1.08204373   1.00000000
  0.57552461   1.10485149   1.00000000
  0.68754890   1.23459419   1.00000000
  0.62398603   1.04731390   1.00000000
  0.54668708   0.78155223   1.00000000
  0.59936643   0.78029388   1.00000000
  0.69122887   0.97516237   1.00000000
  0.61093109   1.09143314   1.00000000
  0.60070820   0.89305673   1.00000000
  0.56092201   1.16255475   1.00000000
  0.64473560   1.17162935   1.00000000
  0.54634784   0.85504605   1.00000000
  0.73801213   0.90132050   1.00000000
  0.56202351   0.83476698   1.00000000
  0.64874971   0.98128709   1.00000000
  0.59942147   0.97841543   1.00000000
  0.63500840   1.01011415   1.00000000
  0.70895610   0.91614996   1.00000000
  0.63441639   1.02233034   1.00000000
  0.61827138   0.83344384   1.00000000
  0.61891697   1.07577779   1.00000000
  0.59748290   1.15470393   1.00000000
  0.53494152   1.05859385   1.00000000
  0.60252951   1.00419904   1.00000000
  0.58456103   0.96070127   1.00000000
  0.58064874   0.91994743   1.00000000
  0.59377993   0.87430727   1.00000000
  0.73711411   1.16664939   1.00000000
  0.72897674   1.05799089   1.00000000
  0.55810299   1.08901497   1.00000000
  0.64203463   1.07681499   1.00000000
  0.74456161   0.85537803   1.00000000
  0.58249718   0.80462764   1.00000000
  0.56079476   1.01109663   1.00000000
  0.59197725   1.11867804   1.00000000
  0.55748988   1.04793044   1.00000000
  0.59178055   0.89067687   1.00000000
  0.56853531   0.87511994   1.00000000
  0.54641300   1.09525759   1.00000000
  0.65951856   1.21990514   1.00000000
  0.50630188   0.97845413   1.00000000
  0.63959314   1.03622557   1.00000000
  0.48167823   0.86791425   1.00000000
  0.72238711   1.02086341   1.00000000
  0.54192192   1.00398031   1.00000000
  0.65250711   0.92282953   1.00000000
  0.57780351   0.94621424   1.00000000
  0.58636668   0.94678717   1.00000000
  0.66037107   1.01368793   1.00000000
  0.65519098   1.05815836   1.00000000
  0.67346829   1.12761079   1.00000000
  0.65584695   0.89731129   1.00000000
  0.55871426   1.02045406   1.00000000
  0.61495759   1.02288028   1.00000000
  0.55067161   1.01705530   1.00000000
  0.70572785   1.09290738   1.00000000
  0.67642717   1.05796285   1.00000000
  0.59855577   0.93643995   1.00000000
  0.62134181   0.94917263   1.00000000
  0.54471121   0.96233792   1.00000000
  0.55929464   1.06350754   1.00000000
  0.70548661   1.17968776   1.00000000
  0.54245555   0.99493143   1.00000000
  0.56577462   1.06432358   1.00000000
  0.58977379   1.12899750   1.00000000
  0.48993727   1.08745024   1.00000000
  0.55278663   0.96335817   1.00000000
  0.61387390   1.03066833   1.00000000
  0.59819029   0.96203764   1.00000000
  0.61236789   0.94016835   1.00000000
  0.50333109   1.02621387   1.00000000
  0.62159758   0.96811944   1.00000000
  0.60387326   1.09021592   1.00000000
  0.60978977   1.01214521   1.00000000
  0.72704981   0.96877330   1.00000000
  0.62138291   0.96263916   1.00000000
  0.51966008   1.00898968   1.00000000
  0.59530005   1.02879229   1.00000000
  0.70446525   0.98198513   1.00000000
  0.56182000   0.86810487   1.00000000
  0.61939911   1.04306801   1.00000000
  0.55615093   1.14480456   1.00000000
  0.53686648   1.11419046   1.00000000
  0.69325263   0.87709382   1.00000000
  0.69247787   1.05170130   1.00000000
  0.69099295   1.04901249   1.00000000
  0.64303904   1.08156775   1.00000000
  0.58182070   0.88454745   1.00000000
  0.61468888   1.19740693   1.00000000
  0.63119731   0.87374851   1.00000000
  0.63322305   0.96558073   1.00000000
  0.52866842   0.91357933   1.00000000
  0.65697839   1.01044392   1.00000000
  0.55982634   0.81377782   1.00000000
  0.58895416   1.08164673   1.00000000
  0.67561610   1.11813789   1.00000000
  0.62449387   1.26424140   1.00000000
  0.54841762   0.92504117   1.00000000
  0.53679450   1.10441053   1.00000000
  0.66472252   1.04821887   1.00000000
  0.62736084   1.11805105   1.00000000
  0.54644641   1.02591484   1.00000000
  0.71829450   0.79724167   1.00000000
  0.69095713   0.95008928   1.00000000
  0.61163460   0.98540658   1.00000000
  0.59774114   1.06790348   1.00000000
  0.53207228   0.95869041   1.00000000
  0.58829922   1.06133617   1.00000000
  0.60027518   1.13098780   1.00000000
  0.62121884   0.89054782   1.00000000
  0.59102034   0.90845610   1.00000000
  0.58139652   0.99485044   1.00000000
  0.54621497   1.11245583   1.00000000
  0.48071993   0.95378295   1.00000000
  0.59648255   1.04587603   1.00000000
  0.51463468   1.07793423   1.00000000
  0.66966619   0.91670198   1.00000000
  0.68944275   1.00831342   1.00000000
  0.59519171   1.16188252   1.00000000
  0.66166042   0.98240140   1.00000000
  0.56254945   1.04848223   1.00000000
  0.70841469   0.97042265   1.00000000
  0.59136462   1.07448300   1.00000000
  0.51849894   1.05462351   1.00000000
  0.71321744   1.09337739   1.00000000
  0.62708290   1.04228488   1.00000000
  0.68058989   1.08657992   1.00000000
  0.62864309   1.03508183   1.00000000
  0.66602306   1.20341749   1.00000000
  0.63601736   0.88656965   1.00000000
  0.65298321   1.18480232   1.00000000
  0.56798692   0.94409107   1.00000000
  0.57493201   0.92273417   1.00000000
  0.70326707   0.81750347   1.00000000
  0.68876300   0.92717586   1.00000000
  0.54960828   0.95477608   1.00000000
  0.54107651   0.91742767   1.00000000
  0.50902195   1.12673462   1.00000000
  0.58629787   1.01997599   1.00000000
  0.60805410   1.11435842   1.00000000
  0.56916252   0.94213245   1.00000000
  0.70144923   1.00694598   1.00000000
  0.59744518   0.85781110   1.00000000
  0.62924950   0.93380751   1.00000000
  0.70384827   1.14895286   1.00000000
  0.67674201   0.94343790   1.00000000
  0.61954885   1.09255830   1.00000000
  0.50339093   0.97137139   1.00000000
  0.65398252   1.13778095   1.00000000
  0.61970196   1.00544975   1.00000000
  0.71905848   0.97120498   1.00000000
  0.66602016   0.87622864   1.00000000
  0.53207902   0.98132188   1.00000000
  0.59874065   0.95659193   1.00000000
  0.62344302   1.03856961   1.00000000
  0.58024809   1.02236176   1.00000000
  0.64935306   0.95255750   1.00000000
  0.61719097   1.11074753   1.00000000
  0.51710831   1.03525227   1.00000000
  0.53889532   1.18647370   1.00000000
  0.67446238   0.94511607   1.00000000
  0.69502639   0.84917188   1.00000000
  0.64139562   1.10373306   1.00000000
  0.49185932   1.09303207   1.00000000
  0.66139912   1.10650938   1.00000000
  0.48950211   1.11903910   1.00000000
  0.58970167   0.88392258   1.00000000
  0.65121226   0.92479903   1.00000000
  0.53887830   0.97592724   1.00000000
  0.56184514   0.99265562   1.00000000
  0.60282124   1.03276801   1.00000000
  0.53676797   0.82081234   1.00000000
  0.52774624   0.85231663   1.00000000
  0.54784552   0.88020281   1.00000000
  0.66060735   0.95447722   1.00000000
  0.57844243   1.05482585   1.00000000
  0.51340539   1.05021608   1.00000000
  0.56871166   1.13785648   1.00000000
  0.54330011   1.01594316   1.00000000
  0.63903145   1.10984396   1.00000000
  0.58734681   1.05067564   1.00000000
  0.67698641   0.95113712   1.00000000
  0.66369269   0.89326756   1.00000000
  0.72577791   0.87541012   1.00000000
  0.61900597   1.05463317   1.00000000
  0.70761751   0.89849147   1.00000000
  0.74276818   0.87902345   1.00000000
  0.63891342   0.91132523   1.00000000
  0.65155270   0.97366769   1.00000000
  0.61832482   1.06470027   1.00000000
  0.61608925   0.99351458   1.00000000
  0.56612367   0.93004798   1.00000000
  0.66391724   0.97237441   1.00000000
  0.60223958   1.02002755   1.00000000
  0.64328943   1.18437013   1.00000000
  0.64078497   1.13068884   1.00000000
  0.51896478   1.09676641   1.00000000
  0.58181191   1.05038758   1.00000000
  0.57343337   0.82554622   1.00000000
  0.68318595   0.93737761   1.00000000
  0.62670042   1.01863793   1.00000000
  0.62835355   0.93562507   1.00000000
  0.51811182   1.19943287   1.00000000
  0.58832814   0.83401372   1.00000000
  0.61386968   0.93860871   1.00000000
  0.61500026   0.85258608   1.00000000
  0.65272328   0.86636797   1.00000000
  0.60801454   0.93541064   1.00000000
  0.59455560   1.02405227   1.00000000
  0.63649989   0.94318263   1.00000000
  0.63962461   0.92114681   1.00000000
  0.60329155   1.02033371   1.00000000
  0.62633142   0.85315780   1.00000000
  0.58497629   1.03707591   1.00000000
  0.64559196   1.13850618   1.00000000
  0.67814095   1.15076671   1.00000000
  0.69917434   0.89466485   1.00000000
  0.51703972   0.80309728   1.00000000
  0.58635116   1.05279333   1.00000000
  0.56590969   0.91737428   1.00000000
  0.65443819   0.96024099   1.00000000
  0.62073182   0.81090147   1.00000000
  0.63719018   1.08252757   1.00000000
  0.59210413   1.04900829   1.00000000
  0.69943079   0.97844004   1.00000000
  0.39885829   0.77312263   1.00000000
  0.66606140   0.92237842   1.00000000
  0.65240588   0.90198519   1.00000000
  0.50831970   1.09542672   1.00000000
  0.59005392   1.09859988   1.00000000
  0.53949558   1.13175874   1.00000000
  0.57647191   1.04327990   1.00000000
  0.66296740   0.99544761   1.00000000
  0.67316602   0.85082127   1.00000000
  0.57516616   0.87095310   1.00000000
  0.51263051   1.06210506   1.00000000
  0.63423255   1.01366712   1.00000000
  0.63341756   0.93585981   1.00000000
  0.66446201   0.86933826   1.00000000
  0.61295856   1.10426262   1.00000000
  0.63359158   0.96251576   1.00000000
  0.62674401   0.90356796   1.00000000
  0.69445229   0.87348852   1.00000000
  0.69801993   1.02778176   1.00000000
  0.58404973   1.05312096   1.00000000
  0.68820228   0.88402229   1.00000000
  0.59641681   0.88664864   1.00000000
  0.97179714   0.94898550   2.00000000
  1.11435904   0.97891783   2.00000000
  1.15155006   1.25351817   2.00000000
  1.16161614   1.04859389   2.00000000
  0.80660735   1.11682564   2.00000000
  0.99079009   0.89506861   2.00000000
  0.96935136   0.97777288   2.00000000
  1.00423267   1.09604351   2.00000000
  0.98909656   1.04516023   2.00000000
  0.93937777   1.11422764   2.00000000
  0.93353834   1.10743792   2.00000000
  1.01987072   1.01153727   2.00000000
  0.97973235   1.08960061   2.00000000
  0.86295852   0.81282969   2.00000000
  1.01615323   1.19474768   2.00000000
  1.04348665   1.24202472   2.00000000
  1.08527546   1.07646953   2.00000000
  0.98588471   0.94969260   2.00000000
  1.01018708   0.98135435   2.00000000
  0.83856353   1.19447440   2.00000000
  1.15997468   0.93708063   2.00000000
  1.00878548   1.00291040   2.00000000
  1.26325297   1.00886225   2.00000000
  1.04025847   0.99470485   2.00000000
  1.24688004   1.08245161   2.00000000
  0.89657945   1.20505732   2.00000000
  0.69971667   0.99408962   2.00000000
  0.90215849   0.96244913   2.00000000
  0.99745719   1.03941366   2.00000000
  0.91803951   0.90802977   2.00000000
  1.09168163   1.24123162   2.00000000
  1.08696111   1.01362937   2.00000000
  0.93023644   0.99261347   2.00000000
  1.02381418   0.95842035   2.00000000
  1.09239077   0.92808833   2.00000000
  0.97326018   1.26213491   2.00000000
  0.87915300   0.88131940   2.00000000
  0.94454934   0.97531547   2.00000000
  1.22629243   0.96368350   2.00000000
  0.97347568   0.89550888   2.00000000
  1.10318123   1.12339533   2.00000000
  0.95242203   0.91030753   2.00000000
  1.12907050   0.79076958   2.00000000
  0.98907465   1.09545215   2.00000000
  1.00523804   0.94440560   2.00000000
  1.28461672   0.93016381   2.00000000
  1.03855628   1.06315909   2.00000000
  0.84306994   1.01163542   2.00000000
  0.83393805   0.99895384   2.00000000
  0.89094239   0.86847469   2.00000000
  0.76443295   1.16481545   2.00000000
  1.22239789   0.88812961   2.00000000
  0.90882667   0.89590457   2.00000000
  1.10002293   1.02188541   2.00000000
  0.96334204   1.08284820   2.00000000
  0.97476786   1.07499778   2.00000000
  1.02731673   1.08089181   2.00000000
  1.19711159   0.92646916   2.00000000
  0.86949278   1.10936517   2.00000000
  0.83784796   0.94370802   2.00000000
  0.85290715   0.94372160   2.00000000
  0.87447173   1.03676197   2.00000000
  0.97066154   0.98749541   2.00000000
  0.91829957   1.08287292   2.00000000
  1.10779781   1.06878932   2.00000000
  1.01679840   1.05023079   2.00000000
  1.09764766   0.94081323   2.00000000
  0.91706901   0.82161104   2.00000000
  0.97460603   1.10799130   2.00000000
  0.98270333   1.12855250   2.00000000
  1.06805853   1.11591941   2.00000000
  1.14147992   1.08874044   2.00000000
  0.87756360   0.89050411   2.00000000
  0.87321064   1.01531570   2.00000000
  0.85447636   0.91820604   2.00000000
  0.90570235   1.01594907   2.00000000
  0.92246841   0.84097017   2.00000000
  1.08150250   1.03113453   2.00000000
  0.97264612   0.79893946   2.00000000
  1.15248888   1.01348800   2.00000000
  0.76871957   1.05635512   2.00000000
  0.86459917   0.80832333   2.00000000
  1.05401115   0.88735493   2.00000000
  1.01111844   1.04466035   2.00000000
  0.98299771   0.98091831   2.00000000
  1.00120638   0.93892269   2.00000000
  0.92219184   0.94474244   2.00000000
  0.94056766   1.03655764   2.00000000
  1.11942310   1.10965855   2.00000000
  1.01108871   1.10039898   2.00000000
  0.96148711   0.99846030   2.00000000
  1.02739304   1.01153376   2.00000000
  0.85330149   1.00325824   2.00000000
  0.86015030   1.11101583   2.00000000
  0.93249128   1.12847050   2.00000000
  0.97356092   1.11898974   2.00000000
  1.01832692   0.98192547   2.00000000
  0.88057645   1.14644656   2.00000000
  1.12116701   0.92368947   2.00000000
  1.09832784   1.01795289   2.00000000
  1.03716426   0.93058063   2.00000000
  0.94520840   1.11974239   2.00000000
  1.13719929   0.93063257   2.00000000
  1.05907918   1.02661485   2.00000000
  1.07778770   0.91711448   2.00000000
  0.93246572   0.94334414   2.00000000
  0.97472793   1.13556569   2.00000000
  1.04885893   1.03947618   2.00000000
  1.02406842   0.95290344   2.00000000
  1.05357762   1.11661002   2.00000000
  0.97894041   0.98555501   2.00000000
  0.97796490   1.06618223   2.00000000
  1.03827468   1.03597221   2.00000000
  1.04559521   1.14968387   2.00000000
  0.91003219   0.87564382   2.00000000
  0.98578627   1.07346391   2.00000000
  0.74634044   1.02270045   2.00000000
  0.99811743   1.01365005   2.00000000
  1.09853394   1.05042324   2.00000000
  1.00555142   0.94159094   2.00000000
  0.95446792   0.98183886   2.00000000
  0.86712319   1.00731407   2.00000000
  0.99751427   1.06390121   2.00000000
  1.00190684   1.06114935   2.00000000
  1.02192587   1.05367497   2.00000000
  1.07028930   0.97738764   2.00000000
  0.89198738   1.13868381   2.00000000
  0.94791512   1.10300662   2.00000000
  1.06971625   0.88813451   2.00000000
  0.99590952   1.19517682   2.00000000
  1.17175237   0.96296822   2.00000000
  1.07413926   0.93138484   2.00000000
  0.84398995   0.93141072   2.00000000
  1.11166077   0.97932219   2.00000000
  1.00416523   0.85532787   2.00000000
  0.96890316   0.94241884   2.00000000
  1.01642048   0.95220039   2.00000000
  0.85521374   1.06986353   2.00000000
  1.11364050   0.96466601   2.00000000
  1.06479556   0.90468318   2.00000000
  1.02244038   1.12711104   2.00000000
  1.03255850   1.01019382   2.00000000
  1.11486318   1.01120622   2.00000000
  0.91950092   1.09373437   2.00000000
  0.90772417   1.06398901   2.00000000
  1.18783936   1.06202286   2.00000000
  1.03238390   0.97427713   2.00000000
  0.99074905   1.25469818   2.00000000
  0.96513584   1.12261092   2.00000000
  1.02331145   1.06357367   2.00000000
  0.93896461   1.12080659   2.00000000
  1.12195164   1.11218774   2.00000000
  1.15673336   0.99019471   2.00000000
  0.91702415   0.92480370   2.00000000
  0.87898756   0.99699476   2.00000000
  1.09478555   0.95953437   2.00000000
  1.03497135   1.12824237   2.00000000
  1.14306708   1.05677234   2.00000000
  0.92989624   0.93760753   2.00000000
  1.11484325   1.14298092   2.00000000
  0.82830698   0.98071783   2.00000000
  1.10750598   1.13333272   2.00000000
  1.14102587   0.93425102   2.00000000
  1.07563183   0.89929869   2.00000000
  0.96144140   1.07789905   2.00000000
  1.17791486   1.02214669   2.00000000
  1.07062171   1.23852992   2.00000000
  0.91273125   1.14841229   2.00000000
  0.98901055   1.01180641   2.00000000
  1.00028750   1.15635706   2.00000000
  1.11021705   0.96935620   2.00000000
  1.09035076   0.88591180   2.00000000
  0.91817751   0.91932419   2.00000000
  1.18430450   1.06044338   2.00000000
  0.84146689   1.05487864   2.00000000
  0.95598310   1.05141525   2.00000000
  0.95196671   1.02693083   2.00000000
  1.11553951   0.94185142   2.00000000
  0.95413160   0.86772954   2.00000000
  1.16687296   0.87778631   2.00000000
  1.09290412   0.85580159   2.00000000
  0.95254516   0.98677393   2.00000000
  1.09878440   1.08037723   2.00000000
  0.85429166   1.10351271   2.00000000
  1.01689980   1.16756395   2.00000000
  0.92074240   0.99539073   2.00000000
  0.96796212   1.00639878   2.00000000
  0.82247480   0.97818189   2.00000000
  0.87018931   0.94659639   2.00000000
  1.01052775   1.03873709   2.00000000
  0.86399523   0.85675327   2.00000000
  0.89167426   0.92282866   2.00000000
  0.96418869   0.81043098   2.00000000
  1.10766091   1.13964960   2.00000000
  0.84612783   0.99441910   2.00000000
  1.31283341   0.86388705   2.00000000
  0.99568162   1.31350985   2.00000000
  0.84243841   1.03316645   2.00000000
  0.84465408   1.04739767   2.00000000
  0.91472760   0.86291029   2.00000000
  0.92239447   0.99196637   2.00000000
  1.05460435   0.92659339   2.00000000
  1.04790246   0.99685397   2.00000000
  0.88636585   0.91311159   2.00000000
  1.12405329   0.96780405   2.00000000
  1.08587004   0.86678327   2.00000000
  1.01847029   0.98537962   2.00000000
  1.12846845   0.98336353   2.00000000
  1.01868607   0.93230275   2.00000000
  0.89802879   1.16331355   2.00000000
  1.10898808   1.20588410   2.00000000
  0.84304527   0.94925011   2.00000000
  0.97438477   0.99617615   2.00000000
  0.94091718   1.11638832   2.00000000
  1.19056770   1.05756483   2.00000000
  1.07450097   1.00379078   2.00000000
  0.87912389   1.11749824   2.00000000
  1.04217129   0.92112648   2.00000000
  1.07966833   1.19421226   2.00000000
  1.12858260   0.88702564   2.00000000
  0.98775673   1.07772677   2.00000000
  1.03095898   0.97263125   2.00000000
  0.93427029   0.84891090   2.00000000
  1.15470696   0.95117739   2.00000000
  0.98035522   0.84290672   2.00000000
  0.92247684   0.96887462   2.00000000
  0.85271531   0.85583746   2.00000000
  1.06825755   0.91050818   2.00000000
  0.95236634   0.99000970   2.00000000
  0.97495720   0.91646307   2.00000000
  0.90683474   0.71314232   2.00000000
  0.96928781   0.79885995   2.00000000
  1.00910055   1.07409669   2.00000000
  1.08158112   0.95320381   2.00000000
  1.06512023   0.95175804   2.00000000
  0.97831266   0.80709556   2.00000000
  1.08378622   0.92554859   2.00000000
  1.05150362   0.86177566   2.00000000
  1.07365404   0.92085356   2.00000000
  0.94589375   0.95108264   2.00000000
  1.01203997   0.75658618   2.00000000
  1.05885614   0.97466904   2.00000000
  0.96991461   0.96013396   2.00000000
  0.92878575   1.04994605   2.00000000
  1.01653742   1.07542423   2.00000000
  0.79121594   1.09763904   2.00000000
  0.93251703   1.11210340   2.00000000
  0.81224109   1.23625088   2.00000000
  0.87283832   0.93399349   2.00000000
  1.12879197   1.17449190   2.00000000
  1.05554227   0.91926768   2.00000000
  1.00097857   0.93094492   2.00000000
  1.00521589   0.94675115   2.00000000
  1.11336535   1.00810086   2.00000000
  1.01409648   0.94298055   2.00000000
  1.10850707   1.06443272   2.00000000
  1.03266857   0.94598546   2.00000000
  0.95384130   0.99411412   2.00000000
  1.03995317   0.86096198   2.00000000
  1.05044410   0.99162944   2.00000000
  0.72933486   0.88531107   2.00000000
  1.12900168   1.06654380   2.00000000
  1.12154009   0.91574918   2.00000000
  0.92056705   1.12128154   2.00000000
  0.79159109   1.06415048   2.00000000
  1.13928003   1.04352069   2.00000000
  0.77825633   0.69427420   2.00000000
  1.09537136   0.95548882   2.00000000
  0.85432034   1.10390342   2.00000000
  0.93572546   1.05394515   2.00000000
  1.06767920   0.96981382   2.00000000
  1.12474658   0.84950522   2.00000000
  1.00228085   0.97676316   2.00000000
  1.10066920   1.04291099   2.00000000
  0.86551025   1.10339225   2.00000000
  0.93784781   0.89180482   2.00000000
  1.03122008   0.81372268   2.00000000
  1.12573845   1.13128337   2.00000000
  1.15465959   1.08790648   2.00000000
  1.13012959   1.00002847   2.00000000
  1.07568603   0.87407272   2.00000000
  1.21997511   1.04559593   2.00000000
  0.98357169   0.99681696   2.00000000
  0.97034113   1.02046111   2.00000000
  1.09149018   1.11731758   2.00000000
  1.07731742   1.07248904   2.00000000
  0.96547302   1.14644227   2.00000000
  0.98766209   0.93876881   2.00000000
  1.09667944   0.86099220   2.00000000
  1.15535367   1.00914418   2.00000000
  1.07878925   0.88803546   2.00000000
  0.91101499   1.02186814   2.00000000
  0.92900493   1.02536820   2.00000000
  0.85511491   0.88277373   2.00000000
  0.95717915   0.83886415   2.00000000
  1.06759735   0.82081801   2.00000000
  0.96107884   0.96181306   2.00000000
  0.95843399   0.90264301   2.00000000
  0.92238922   0.84506956   2.00000000
  0.90305159   1.07031320   2.00000000
  0.83394403   1.11162839   2.00000000
  1.00052873   0.96670673   2.00000000
  1.05209234   0.81851558   2.00000000
  0.98657359   1.08053789   2.00000000
  1.03872593   0.96116994   2.00000000
  0.95275326   0.79742064   2.00000000
  0.86255634   0.76071679   2.00000000
  0.83526473   0.97064246   2.00000000
  1.08758914   0.98880091   2.00000000
  1.00869459   0.95501449   2.00000000
  1.14330652   0.91869977   2.00000000
  1.16991626   0.97857715   2.00000000
  0.91572473   1.01447929   2.00000000
  0.80820028   1.13956919   2.00000000
  1.08871135   0.71896968   2.00000000
  1.01559858   0.90384011   2.00000000
  0.97847824   1.12427678   2.00000000
  0.99453222   0.94621319   2.00000000
  1.11599265   1.11706594   2.00000000
  1.05845600   1.14495310   2.00000000
  1.12680610   1.06539165   2.00000000
  0.86345111   1.06256071   2.00000000
  1.01998163   1.14766401   2.00000000
  1.16713994   0.86675910   2.00000000
  0.98972922   0.81988502   2.00000000
  1.16330277   0.92149222   2.00000000
  1.01051131   1.01609805   2.00000000
  1.13565661   0.83620813   2.00000000
  0.95807765   0.89492756   2.00000000
  1.00875408   0.96918658   2.00000000
  1.18759442   1.04327635   2.00000000
  1.12003809   0.90660809   2.00000000
  1.10793616   0.88893380   2.00000000
  0.95417105   0.98696063   2.00000000
  1.19152807   0.75770329   2.00000000
  1.07842429   0.82880297   2.00000000
  0.84358743   0.89796709   2.00000000
  0.85330025   1.13872120   2.00000000
  0.88536019   1.12686681   2.00000000
  1.07678880   0.89897592   2.00000000
  0.92400855   1.05744620   2.00000000
  1.04993233   1.03668699   2.00000000
  0.96746737   1.14228651   2.00000000
  1.09505521   1.03015121   2.00000000
  0.92618485   0.89957491   2.00000000
  0.89543339   0.88785795   2.00000000
  0.82733075   1.11912549   2.00000000
  0.95395642   0.89771592   2.00000000
  0.92233444   1.14706508   2.00000000
  0.98906203   0.87410103   2.00000000
  0.97227418   0.94599560   2.00000000
  0.88740874   1.10178125   2.00000000
  0.99038601   1.11439933   2.00000000
  1.06791950   0.99585621   2.00000000
  1.10799518   1.02055694   2.00000000
  0.88602050   1.13480312   2.00000000
  1.07854588   1.11213872   2.00000000
  1.00673256   0.86494964   2.00000000
  1.04417552   1.19018866   2.00000000
  1.02430647   1.04305757   2.00000000
  0.86211640   1.08717710   2.00000000
  1.13893775   1.06913583   2.00000000
  0.92740063   1.07779895   2.00000000
  0.95765569   1.00950253   2.00000000
  0.90542089   0.98450860   2.00000000
  0.91949803   1.08876725   2.00000000
  0.91069735   1.00851482   2.00000000
  0.90712652   1.06363100   2.00000000
  1.07363021   0.97941244   2.00000000
  0.91978460   0.84059819   2.00000000
  0.83150545   1.05869767   2.00000000
  0.84236467   1.07539853   2.00000000
  1.19858767   1.20762206   2.00000000
  1.23128393   0.95275823   2.00000000
  0.98783185   1.24435133   2.00000000
  0.99239967   0.95546146   2.00000000
  1.04453066   0.86086374   2.00000000
  1.17220085   1.04056543   2.00000000
  1.01406174   0.99503028   2.00000000
  0.98239582   1.04624790   2.00000000
  0.80700181   0.97638959   2.00000000
  0.96824568   1.09330511   2.00000000
  0.97009246   0.88732902   2.00000000
  0.94167310   0.92665195   2.00000000
  0.78403809   1.00921147   2.00000000
  1.01970851   1.04332542   2.00000000
  1.01971401   1.07652614   2.00000000
  0.93326802   1.05206408   2.00000000
  1.19418311   0.91622348   2.00000000
  0.84820464   0.86715824   2.00000000
  1.10595853   1.01070871   2.00000000
  0.91839351   1.00527479   2.00000000
  1.11464694   0.96500269   2.00000000
  0.90229014   0.93434123   2.00000000
  0.93110845   1.13995010   2.00000000
  0.99876345   0.99349768   2.00000000
  0.76971730   1.00389437   2.00000000
  1.04060383   0.94350593   2.00000000
  0.90938941   0.86601268   2.00000000
  0.95246394   1.02387182   2.00000000
  1.02556910   1.05466995   2.00000000
  0.81314907   0.90508151   2.00000000
  1.12870089   0.84580288   2.00000000
  0.97811758   0.93179597   2.00000000
  0.94154497   1.11718337   2.00000000
  1.05869171   1.03079604   2.00000000
  1.03767363   1.14298505   2.00000000
  1.00894188   1.07134186   2.00000000
  1.04629558   1.02452342   2.00000000
  0.93431525   0.94917663   2.00000000
  0.89497569   0.88757418   2.00000000
  0.97560738   0.93975624   2.00000000
  1.20419285   1.00837451   2.00000000
  0.95499801   1.05945534   2.00000000
  0.91390411   0.99247824   2.00000000
  1.01619723   0.99770979   2.00000000
  0.88412958   1.07266873   2.00000000
  0.90280897   0.91118946   2.00000000
  1.04539527   0.94254213   2.00000000
  0.93673993   1.06701491   2.00000000
  0.97331615   1.07954564   2.00000000
  1.00819802   1.02506004   2.00000000
  0.93005333   0.89910775   2.00000000
  0.90257417   1.03054604   2.00000000
  0.90666341   1.01991390   2.00000000
  0.96290287   1.05784110   2.00000000
  1.09163597   1.04420249   2.00000000
  1.01587242   1.00258366   2.00000000
  1.03480930   1.09594224   2.00000000
  0.95410885   1.05759949   2.00000000
  1.05348300   1.02889413   2.00000000
  1.19173024   1.01355924   2.00000000
  0.97783691   0.81703743   2.00000000
  1.00809835   1.21638743   2.00000000
  0.94632274   0.99734324   2.00000000
  1.00711557   1.08247081   2.00000000
  0.83970896   1.09689702   2.00000000
  0.96497452   0.99927631   2.00000000
  0.80340782   1.04817367   2.00000000
  0.92587730   0.96932691   2.00000000
  0.99438494   1.12195061   2.00000000
  1.12479928   1.04542262   2.00000000
  0.85158952   0.93567756   2.00000000
  0.86487269   1.16646759   2.00000000
  0.80104082   1.13669531   2.00000000
  1.03416020   1.11589397   2.00000000
  0.86759566   0.94793743   2.00000000
  1.00233384   0.93538843   2.00000000
  1.00487131   0.88670090   2.00000000
  1.12347746   0.94229929   2.00000000
  0.99029744   1.12263804   2.00000000
  1.00103398   0.99726431   2.00000000
  1.16475438   0.98092687   2.00000000
  0.97169985   0.98261827   2.00000000
  1.13405387   1.00032282   2.00000000
  0.87444616   0.89069472   2.00000000
  1.03631282   1.01402631   2.00000000
  0.97464959   0.99841045   2.00000000
  1.20935882   0.82793152   2.00000000
  1.19405767   0.96761017   2.00000000
  0.93119691   0.92739475   2.00000000
  1.02062976   1.07586075   2.00000000
  0.91201535   0.94365445   2.00000000
  0.89080896   1.10785103   2.00000000
  0.95077674   0.97256436   2.00000000
  0.89549798   0.75173219   2.00000000
  0.94826440   1.00398864   2.00000000
  1.07307419   1.08059008   2.00000000
  0.87427009   0.82162762   2.00000000
  1.08496501   1.01622654   2.00000000
  1.02518845   1.09856093   2.00000000
